"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-26","2012","11","26","","","M","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-27","2012","11","27","","-1.0","","","M","","M","","M","","M","","M","","M","","M","","M","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-28","2012","11","28","","0.0","","-12.0","","-6.0","","24.0","","0.0","","0.0","","0.6","","0.6","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-29","2012","11","29","","-5.0","","","M","","M","","M","","M","0.0","","3.2","","3.2","","0","T","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-11-30","2012","11","30","","","M","-20.5","","","M","","M","","M","0.0","","0.0","","0.0","","5","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-01","2012","12","01","","-4.0","","-22.0","","-13.0","","31.0","","0.0","","0.0","","0.0","T","0.0","T","5","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-02","2012","12","02","","3.0","","-8.0","","-2.5","","20.5","","0.0","","9.8","","0.0","","9.8","","5","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-03","2012","12","03","","3.0","","0.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","2","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-04","2012","12","04","","4.0","","0.5","","2.3","","15.7","","0.0","","11.5","","0.0","","11.5","","0","T","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-05","2012","12","05","","2.5","","-2.5","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-06","2012","12","06","","-1.5","","-9.5","","-5.5","","23.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-07","2012","12","07","","0.0","","-6.5","","-3.3","","21.3","","0.0","","0.0","","0.0","T","0.0","T","0","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-08","2012","12","08","","1.0","","-1.0","","0.0","","18.0","","0.0","","0.0","","11.0","","11.0","","0","T","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-09","2012","12","09","","","M","-8.0","","","M","","M","","M","0.0","","5.0","","5.0","","11","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-10","2012","12","10","","-1.0","","","M","","M","","M","","M","8.9","","0.0","","8.9","","16","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-11","2012","12","11","","-6.0","","-13.5","","-9.8","","27.8","","0.0","","0.0","","0.0","","0.0","","14","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-12","2012","12","12","","-6.0","","-12.5","","-9.3","","27.3","","0.0","","0.0","","0.0","","0.0","","13","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-13","2012","12","13","","-3.0","","-17.0","","-10.0","","28.0","","0.0","","0.0","","0.0","","0.0","","13","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-14","2012","12","14","","2.0","","-5.0","","-1.5","","19.5","","0.0","","0.0","","0.0","","0.0","","13","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-15","2012","12","15","","","M","-16.0","","","M","","M","","M","0.0","","0.0","","0.0","","13","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-16","2012","12","16","","-6.0","","-18.0","","-12.0","","30.0","","0.0","","0.0","","6.7","","6.7","","13","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-17","2012","12","17","","0.0","","-9.0","","-4.5","","22.5","","0.0","","0.0","","13.0","","13.0","","17","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-18","2012","12","18","","0.5","","-4.0","","-1.8","","19.8","","0.0","","0.0","","34.0","","34.0","","29","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-19","2012","12","19","","1.0","","-0.5","","0.3","","17.7","","0.0","","1.3","","0.8","","2.1","","52","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-20","2012","12","20","","0.0","","-3.0","","-1.5","","19.5","","0.0","","0.0","","19.5","","19.5","","48","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-21","2012","12","21","","1.0","","-2.5","","-0.8","","18.8","","0.0","","0.0","","19.0","","19.0","","62","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-22","2012","12","22","","0.5","","-7.5","","-3.5","","21.5","","0.0","","0.0","","2.0","","2.0","","65","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-23","2012","12","23","","-9.0","","-14.0","","-11.5","","29.5","","0.0","","0.0","","0.0","","0.0","","63","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-24","2012","12","24","","-7.0","","-16.0","","-11.5","","29.5","","0.0","","0.0","","0.0","","0.0","","61","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-25","2012","12","25","","","M","-21.0","","","M","","M","","M","0.0","","0.0","","0.0","","61","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-26","2012","12","26","","","M","-20.0","","","M","","M","","M","0.0","","1.0","","1.0","","60","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-27","2012","12","27","","-4.0","","-14.0","","-9.0","","27.0","","0.0","","0.0","","13.8","","13.8","","59","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-28","2012","12","28","","","M","-8.0","","","M","","M","","M","0.0","","0.0","","0.0","","66","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-29","2012","12","29","","-10.0","","-16.0","","-13.0","","31.0","","0.0","","0.0","","1.6","","1.6","","64","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-30","2012","12","30","","-11.0","","-14.0","","-12.5","","30.5","","0.0","","0.0","","0.0","","0.0","","65","","","","",""
"-73.35","46.35","ST CHARLES DE MANDEVILLE","7016960","2012-12-31","2012","12","31","","-6.0","","-19.5","","-12.8","","30.8","","0.0","","0.0","","1.0","","1.0","","63","","","","",""
